describe-string,id-int,module-string,value-string
,10090015,获得BUFF提示, BUFF alın: {0}
,10090016,卡牌记忆提示, Kartları hatırlayın!
,10090017,点击技能熟练度问号弹窗, El Sanatı becerinizi geliştirin
,10090018,奖励预览, Ödül Önizleme
,10090019,恭喜获得," Tebrikler, şunu aldınız:"
,10090020,放弃任务确认提示, Bu görevi terk etmek istediğinizden emin misiniz?
,10090021,放弃每日任务提示, {0} dakika içinde vazgeçilemez.
,20010001,断网标题, Bağlantı kesildi
,20010002,断网提示, Ağ bağlantısı kesildi
,20010003,被T提示, Hesabınız başka bir yerde oturum açıldı
,20010004,被T提示, Sistem tarafından hile tespit edildi
,20010005,被T提示, Sunucu çevrimdışı
,20010006,被T提示, Sistem hatası
,20010007,被T提示, Etkinlikten dolayı otomatik çevrimdışı
,20010008,,"Üzgünüm, ancak ""No permission."" ifadesini çevirebilmem için önceden verilen sözlüğü kullanmam gerekiyor. Sözlükte bu ifadeye karşılık gelen bir çeviri bulunmamaktadır."
道具不足,20020001,家园相关, Eksik öğe
,20020002,家园相关, Depo kutusunda hiçbir şey yoktu! 
,20020003,家园相关," Ağ bağlantısı dalgalanıyor, anormal veriler geri yüklendi"
,20020004,,Bugün itibarıyla itibarınız için tarım saatleriniz tükendi.
,20020005,, Çiftlik hizmeti {0} saniye içinde kapanacaktır.
,20020006,,"Bakımdayız, lütfen bekleyin."
,20030001,保存技能配置, Başarıyla kaydedildi
超过上限提示,20040001,畜牧,{0} sprite[/color] sahibi olabilirsinizLütfen bu Sprite'ı terk etmeyi veya yerine başka bir Sprite ile değiştirmeyi seçinYetersiz alan nedeniyle
超过上限提示标题,20040002,畜牧, PETLER DOLU
放弃按钮,20040003,畜牧, TERK ET
替换按钮,20040004,畜牧, YER DEĞİŞTİR
,20040005,畜牧, Ev verileri alınırken hata oluştu
,20040006,畜牧, Ev veri zaman aşımına uğradı
,20040007,畜牧, Ev veri eksik
,20040008,畜牧, Yiyecek kaplarından biri boşaldı
,20040009,畜牧, Yiyecek kaplarından biri yiyecek ile dolduruldu
,20040010,畜牧, Evcil hayvanınızla bağınız artıyor
,20040011,畜牧, Şu anda evcil hayvan beslenmiyor
,20040012,畜牧,Toprak verimliliği yetersiz
,20040013,畜牧, Hayvan mutluluğu yetersiz
,20040014,畜牧, Toprağın mevcut verimliliği yetersiz
,20040015,畜牧,yetersiz yetkinlik[/color]
,20050001,捕获取消操作, Yakalama İptal
,20050002,捕获距离太远, Çok uzak
,20050003,捕获绳子断开, Halat koptu
,20050004,捕获超时, Yakalama zaman aşımına uğradı
,20050005,捕获过程道具不足, Eksik ekipman
,20050006,,
释放技能正在CD中,20060001,技能, Yetenek CD'de
,20070001,登录, Sistem
,20070002,登录, Giriş yapılıyor
,20070003,登录, Giriş başarısız
,20070004,登录," Giriş başarısız, lütfen tekrar deneyin"
,20070005,登录, Tekrar dene
,20070006,登录, Sahne yükleniyor
,20070007,登录, İsim yasaklı karakterler içeremez
,20070008,登录, İsim boş olamaz
,20070009,登录, İsim {0} karakteri aşamaz
,20070010,登录, Kaynaklar yükleniyor {0}
,20070011,登录, Cüzdan bağlanıyor
,20070012,登录, Oyun bağlanıyor
,20070013,登录, Oyun bağlantısı başarısız oldu
,20070014,登录," Oyun bağlantısı başarısız oldu, lütfen tekrar deneyin"
,20070015,登录, Sıra içinde: {0}
,20070016,登录, Lütfen geçerli bir kod girin 
,20070017,登录, Hedef sahneye giriş başarısız oldu. 
,20070018,登录, Aktivasyon kodu (isteğe bağlı) 
,20070019,登录, SATIR #{0}
,20070020,登录, Lütfen önce sunucuyu seçin
,20070021,登录, Geçersiz isim.
,20070022,, Hizmetler yükleniyor
,20070023,, İsimler hassas kelimeler içeriyor.
,20070024,,En az {0} karakter olmalıdır. 
,20070025,,İsim çok uzun. 
,20070026,,İsim tekrarlandı. 
,20080001,设置, Dil ayarını uygulamak için lütfen uygulamayı yeniden başlatın
,20080002,设置, Şimdi çık
,20080003,设置, Sonra
,20080004,设置," Uyarı! Güvensiz bir alanda oturum kapatma, oyuncular belirli bir süre boşta kaldıktan sonra normal şekilde oyundan çıkabilecekler."
,20080005,设置," Güvensiz bir alanda oturum kapatma, oyuna girmek için yeniden bağlanın"
,20090001,任务, {0} görev sandığı ödüllerini al
,20090002,任务, {0} görevi tamamla
,20090003,任务, El işi sayfasında herhangi bir öğe yap
,20090004,任务, El işi sayfasında {0} yap
,20090005,任务, {0} kullan
,20090006,任务, {0} teslim et
,20090007,任务, {0} öldür
,20090008,任务," Harita koordinatlarında etrafına bak ({0}, {1})"
,20090009,任务, Karakterini yükselt
,20090010,任务, {0} elde et
,20090011,任务, {0} yuvasını yükselt
,20090012,任务, {0} düğümünü {1} seviyeye yükselt
,20090013,任务, {0} Öğe seçildi
,20090014,任务, {0} Öğe seçildi
,20090015,任务, Bilinmeyen
,20090016,任务, Günlük
,20090017,任务, Ödül
,20090018,任务, Hasat {0}
,20090019,任务, Görev tamamlanmadı
,20090020,任务, Topla {0}
,20090021,任务, Devam eden bir görev var
,20090022,任务, Manuel yenileme sayısı maksimum sınırı aştı
,20090023,, {0} ile konuş
,20090024,, {0} yakala
,20090025,, {1} içinde {0} bölümünü tamamlayın
,20090026,, Bir jeton görevi alırsınız
,20090027,, Yetenek Seviyesi Yetersiz
,20090028,, Görev süresi doldu
,20090029,, Jeton Görevi
,20090030,, başlat
,20090031,, alındı
,20090032,, kabul et
,20090033,, terk et
,20090034,, tamamlandı
,"20100000
",专精, Genel
,20100001,专精, Tarım
,20100002,专精, Savaş
,20100003,专精, Toplama
,20100004,专精, Evcil hayvan
,20100005,专精, Seviye maksimum
,20100006,专精, {0} EXP eksik
,20100007,专精, Token eksik
,20100008,专精, Başarıyla sıfırlandı!
,20100009,," Yetenekler, zindan savaşı sırasında yükseltilemez."
,20110000,nft 关键字, HP'yi geri yükle
,20110001,nft 关键字, Buff ekle
,20110002,nft 关键字, Tarif öğren
,20110003,nft 关键字, Kafa zırhı
,20110004,nft 关键字, Göğüs zırhı
,20110005,nft 关键字, Bacak zırhı
,20110006,nft 关键字, Ayak zırhı
,20110007,nft 关键字, Eldiven zırhı
,20110008,nft 关键字, Kılıç
,20110009,nft 关键字, Yay
,20110010,nft 关键字,Hançer
,20110011,nft 关键字, Mızrak
,20110012,nft 关键字, Tüketilebilir
,20110013,nft 关键字, Malzeme
,20110014,nft 关键字, Yerleştirilebilir
,20110015,nft 关键字, Giyilebilir
,20110016,nft 关键字, Gizemli Kutu
,20110017,nft 关键字 在配置中的类型, Ekipman
,20110018,nft 关键字 在配置中的类型, Tüketilebilir
,20110019,nft 关键字 在配置中的类型, Malzeme
,20110020,nft 关键字 在配置中的类型, Yapı
,20110021,nft 关键字 在配置中的类型, Evcil hayvan yumurtası
,20110022,, Totem
,20120005,登录, Cüzdan bağlantısı başlatıldı
,20120006,登录, Cüzdan bağlantısı güncellendi
,20120007,登录, Cüzdan bağlantısı tamamlandı
,20120008,登录, Cüzdan bağlantısı başarısız oldu
,20120009,登录, Cüzdan bağlantısı hazır
,20120010,登录, Cüzdana giriş başlat
,20120011,登录, Cüzdan giriş sayfasını aç
,20120012,登录, Cüzdan girişi başarılı
,20120013,登录, Cüzdan girişi başarısız oldu
,20120014,登录, Cüzdanı başlat 
,20120015,登录, Cüzdan başlatma zaman aşımı 
,20120016,登录, Cüzdan bağlantısı kesildi
,20130000,组队, {0}'nin takımı
,20130001,组队, İstek gönderildi
,20130002,组队," Takıma katıldınız, lütfen önce takımdan ayrılın"
,20130003,组队, İstek süresi doldu
,20130004,组队, Geçersiz ad formatı
,20130005,组队, Açıklama formatı geçersiz
,20130006,组队, Zaten buradasınız
,20130007,组队, {0} sizi takıma davet ediyor 
,20140001,网络," Ağ istisnası, lütfen tekrar deneyin"
弱网提示标题,20140002,网络, Ağ
,20150001,副本, Kaçmak başarısızlık için cezalar getirecektir. Çıkmak istediğinizden emin misiniz?
,20150002,副本, Başarısız olursanız giydiğiniz ekipmanın {0} parçasının zarar görebileceği bir şans var. Meydan okumaya devam etmek istediğinizden emin misiniz?
场景服务启动失败,20150003,副本," Örnek başlatılamadı, lütfen daha sonra tekrar deneyin"
切换场景超时,20150004,副本," Örnek giriş süresi aşıldı, lütfen daha sonra tekrar deneyin"
门票不足,20150005,副本,Yetersiz biletler 
门票扣除失败,20150006,副本, Biletler düşülemedi 
副本未解锁,20150007,副本, Örnek henüz açılmadı 
已在当前场景,20150008,副本, Zaten buradasınız 
重复申请,20150009,副本, Çift başvuru 
没有权限进入场景,20150010,副本, Giriş izniniz yok 
无效地图类型 参数错误(地图id or subtype信息错误),20150011,副本," Haritaya giriş başarısız, lütfen yöneticiyle iletişime geçin "
地图不支持当前的挑战类型(单人多人挑战类型),20150012,副本, Tek başına giremezsiniz 
玩家在队伍中(单人挑战不能有队伍),20150013,副本, Lütfen mevcut takımdan çıkın 
玩家队伍不存在(非单人挑战类型必须有队伍),20150014,副本, Lütfen bir takıma katılın 
成员不在附近  （成员不在npc附近） （成员不在队长附近）已经离线(member entity 离开当前服务器),20150015,副本, Çok uzak 
地图需要XX级才能进入,20150016,副本," Karakter seviyesi yetersiz, seviye gerekiyor "
角色数据错误,20150017,副本," Karakter veri hatası, lütfen yöneticiyle iletişime geçin "
NPC 不存在,20150018,副本," NPC bulunamadı, lütfen yöneticiyle iletişime geçin "
,20150019,副本, Zindana girmeyi reddediyor 
,20160000,副本, Bilet kıtlığı
,20160001,副本, Lütfen mevcut takımdan çıkın
,20160002,副本, Meydan okumak için bir takıma ihtiyacınız var
,20160003,副本, Sadece takım lideri takım meydan okuması başlatabilir 
,20160004,副本, Henüz açılmadı 
,20160005,副本, Sistem hatası 
,20160006,副本, Açık dünya 
,20160007,副本, 'ın Evi 
,20160008,副本, Zindan 
,20160009,副本, Bilinmeyen bölge 
,20160010,副本, Sadece takım lideri işlem yapabilir.
,20160011,副本, Seviye uyuşmazlığı
,20160012,副本, Henüz açılmadı
,20160013,副本, Eşleşme Başarısız
,20160014,副本, Lütfen daha sonra tekrar deneyin veya diğer zindanlara meydan okuyun
,20160015,副本, Seviye uyuşmazlığı.
,20160016,副本, Ekstra Düşüş
,20160017,副本," Bir zindana girerken, ""Ekstra Düşüş"" etkinliğini tetikleme şansı vardır:Belirli canavarları öldürmek, eşyaları toplamak veya mahsulleri hasat etmek ekstra düşüş ödülleri sağlar.Bu etkinliğin toplamda tetiklenebileceği sabit bir küresel maksimum sınır vardır."
,20160018,,
,20160019,副本,
,20170000,合成, Sıraya gir
,20170001,合成, Üretim sırası dolu.
,20170002,合成, Üretim tarifi kilidi açılmamış.
,20170003,合成, Malzeme yetersiz.
,20170004,合成, Jeton yetersiz.
,20170005,合成, Lütfen yeterli malzemeleri seçin 
,20170006,合成, Bu tarif bugün maksimum sentez frekansına ulaştı
,20170007,合成, LUAG için günlük tedarik limiti aşıldı
,20180001,设置, 25 Kare 
,20180002,设置, 30 Kare 
,20180003,设置, 45 Kare 
,20180004,设置, 60 Kare 
,20180005,设置, Sınırsız 
,20180006,设置, Çok Düşük 
,20180007,设置, Düşük 
,20180008,设置, Orta 
,20180009,设置, Yüksek 
,20180010,设置, Savaş halindeyken ayrılamaz.
,20190000,天赋树, Ön düğüm önce açılmalıdır. 
,20190001,天赋树, Yetenek ağacının toplam seviyesi {0}'a ulaşmalıdır. 
,20190002,天赋树, Aynı katmanın ana düğümü önce açılmalıdır. 
,20190003,天赋树,Yeterli yetenek ağacı seviyesi yok
,20190004,,{0}[/color] <img src='ui://sulwtp4jo1ifwcm' width='36' height='36'> harcamaya devam etmek istiyor musunuz? - Etkinleştirilmiş beceriler sıfırlanacak. - Tarifler sıfırlanacak. - Deneyim kaybolacak.
,20200000,活动, Ödülü talep etme başarılı 
,20200001,活动, Ödülü talep etme başarısız 
,20200002,活动, Bilet oluşturma başarılı 
,20200003,活动, Bilet oluşturma başarısız 
,20200004,活动, Bilet satma başarılı 
,20200005,活动, Bilet satma başarısız 
,20210000,钱包相关, Token bakiye isteği başarısız oldu!
地形杀,20220001,战报名称,Arazi[/color]
单一目标,20220002,战报名称,{0}[/color]
xx的yy,20220003,战报名称,{0}[/color]'nin [color=#F7CE3D]{1}[/color]
家园饥饿杀,20220004,战报名称,Açlık[/color]
离开副本,20220005,战报名称,Zindan Çıkışı[/color]
,20220006,战报概要, {att=unknown} tarafından öldürüldünüz
,20220007,战报概要, {def=unknown} {att=unknown} tarafından öldürüldü
,20220008,战报概要, Biriminiz {def=unknown} tarafından öldürmeye katıldı
,20220009,战报概要, {def=unknown} öldürdünüz
,20220010,战报概要, {att=unknown} {def=unknown} öldürdü
,20220011,战报详情,Kayıp[/color] eşyalar
,20220012,战报详情, {att=unknown} öldürmeye katıldı
,20220013,战报详情,Kazanılan[/color] eşyalar
,20220014,战报详情,kazandı[/color] eşyalar
,20220015,战报详情, {att=unknown} {def=unknown} öldürdü
,20220016,战报概要,{name=Abyss kanyonu}[/color] başarıyla meydan okuyun
,20220017,战报概要,{name=Abyss kanyonu}[/color] meydan okuma başarısız oldu
,20220018,战报详情,"Siz[/color], seviyeyi temizlediğiniz için ödüllendirildiniz"
,20220019,战报详情,"Sen[/color] bir <img src='{icon=ui://sulwtp4jo1ifwcm}' width='30' height='30'> [color=#fead2a]{num=8,000}[/color] Totem Bonus aldın"
,20220020,战报详情,Elde Edilen[/color] eşyalar
,20230000,宠物, Evcil hayvan takip edildi
,20230001,宠物, Evcil hayvan takibi bırakıldı
,20230002,宠物, Evcil hayvan iliği yıkama başarılı
,20230003,宠物, {0} adlı şeyi bir evcil hayvan yumurtasına dönüştürmek istediğinizden emin misiniz? Evcil hayvan yumurtasına dönüştürüldükten sonra tekrar yumurtlanabilir.
,20230004,宠物, Evcil hayvan yumurtaları yap
,20230005,宠物, {0} adlı şeyi serbest bırakmak istediğinizden emin misiniz? Serbest bıraktıktan sonra evcil hayvanınızı kaybedeceksiniz.
,20230006,宠物, Evcil hayvanınızı serbest bıraktınız
,20230007,宠物, Evcil hayvan yeniden adlandırma tamamlandı
,20230008,宠物, {0}'ın Evcil Hayvanı
,20230009,宠物, Evcil hayvan geri çağrıldı.
,20230010,宠物, Evcil hayvan öldü!
,20230011,, Yetersiz evcil hayvan seviyesi
,20240001,图腾, Başarı elde et
,"20240002
",, Yatırım başarılı
,20240003,, Çekme başarılı
,20240004,," Hesaplanıyor, lütfen bekleyin"
,20240005,图腾,
,20250000,仓库, Depolamadan önce depo kirasını yenileyin
,20250001,仓库,Lütfen depo kirasını yenileyin ve sonra çıkarın.
,20250002,, Depo dolu.
,20250003,,"Veri çekiliyor, lütfen bekleyin."
,20260001,精力, Enerji yetersiz
,20260002,精力,{0}[/color]'nin enerjisi yetersiz
,20270001,排行榜, Sıralanmamış
,20280001,装备拆解," Ekipman, söküldükten sonra geri getirilemez, lütfen onaylayın."
,20290001,背包, Eşya kaldırıldı.
,20290002,背包, Eşya dönüştürülemez.
,20290003,背包, Tümü dönüştürüldü.
,20290004,背包, Bu öğe dönüştürülemez.
,20290005,背包, Eşyalar sıralandı.
,20290006,背包, Ham eşya adı kopyalandı!
,20290007,背包, Öğeyi kaldırmak istiyor musunuz?
,20290008,背包,{0}[/color] eşyasını kaldırmak istediğinizden emin misiniz?
,20290009,背包, Günlük dönüşüm kotası tükenmiştir.
,20290010,背包, Günlük dönüşüm kotası yetersiz.
,20290011,背包, Depo kiralama başarılı.
,20290012,背包, Depo kiralama başarısız.
,20290013,,{0}[/color] kaldırıldı.
,20300000,声望, Ünvan görevini tamamlayın.
,20300001,声望, Bir kez liderlik tablosuna girdi.
,20300002,声望, Bir depo kirala.
,20300003,声望, Belirtilen puanla zindanı geç.
,20300004,声望, Oyunda LUAG(100) tut.
,20300005,声望, Hesap süresi.
,20300006,声望, Ek puanlar.
,20300007,声望, Günlük {0} puanın azalması.
,20310000,技能, Mevcut silah için bu yetenek serbest bırakılamaz.
,20320000,世界图腾,
,20320001,世界图腾,
,20320002,世界图腾,
,20320003,世界图腾,
,20320004,世界图腾,
,20320005,世界图腾,
,20320006,世界图腾,
,20320007,世界图腾,
,20320008,世界图腾,
,20320009,世界图腾,
,20330000,装备强化,
,20330001,装备强化,
,20330002,装备强化,
,20330003,装备强化,
,20330004,装备强化,
,20330005,装备强化,
,20330006,装备强化,
,20330007,装备强化,
,20330008,装备强化,
,20340001,爬塔,
,20340002,爬塔,
,20340003,爬塔,
,20340004,爬塔,
,20350001,押镖错误,
,20350002,押镖错误,
,20350003,押镖错误,
,20350004,押镖错误,
,20350005,押镖,
,20350006,押镖,
,20350007,押镖,
,20350008,押镖,
,20350009,押镖,
,20350010,押镖,
,20350011,押镖,
