describe-string,id-int,module-string,value-string
,20140001,网络," Exceção de rede, por favor, tente novamente"
弱网提示标题,20140002,网络, Rede
,20150001,副本, Fugir acarretará penalidades por falha. Tem certeza de que deseja sair?
,20150002,副本, Existe a possibilidade de que {0} peças do equipamento que você está usando possam ser danificadas se você falhar. Tem certeza de que deseja continuar o desafio?
场景服务启动失败,20150003,副本," Falha ao iniciar a instância, por favor, tente novamente mais tarde"
切换场景超时,20150004,副本," Tempo esgotado ao entrar na instância, por favor, tente novamente mais tarde"
门票不足,20150005,副本,Bilhetes insuficientes
门票扣除失败,20150006,副本, Falha ao deduzir bilhetes
副本未解锁,20150007,副本, Instância ainda não desbloqueada
已在当前场景,20150008,副本, Você já está aqui
重复申请,20150009,副本, Aplicação duplicada
没有权限进入场景,20150010,副本, Você não tem permissão para entrar
无效地图类型 参数错误(地图id or subtype信息错误),20150011,副本," Falha ao entrar no mapa, por favor, entre em contato com o administrador"
地图不支持当前的挑战类型(单人多人挑战类型),20150012,副本, Não é possível entrar sozinho
玩家在队伍中(单人挑战不能有队伍),20150013,副本," Por favor, saia do time atual"
玩家队伍不存在(非单人挑战类型必须有队伍),20150014,副本," Por favor, junte-se a um time"
成员不在附近  （成员不在npc附近） （成员不在队长附近）已经离线(member entity 离开当前服务器),20150015,副本, Muito longe
地图需要XX级才能进入,20150016,副本," Nível de personagem insuficiente, requer nível"
角色数据错误,20150017,副本," Erro nos dados do personagem, por favor, entre em contato com o administrador"
NPC 不存在,20150018,副本," NPC não encontrado, por favor, entre em contato com o administrador"
,20150019,副本, recusa-se a entrar na masmorra
,20160000,副本, Falta de ingressos
,20160001,副本," Por favor, saia da equipe atual"
,20160002,副本, Precisa de uma equipe para desafiar
,20160003,副本, Apenas o líder da equipe pode iniciar um desafio em equipe
,20160004,副本, Ainda não desbloqueado
,20160005,副本, Erro de sistema
,20160006,副本, Mundo aberto
,20160007,副本, Casa de 
,20160008,副本, Masmorra
,20160009,副本, Área desconhecida
,20160010,副本, Apenas o líder da equipe pode operar.
,20160011,副本, Nível incompatível
,20160012,副本, Ainda não aberto
,20160013,副本, Falha na correspondência
,20160014,副本," Por favor, tente novamente mais tarde ou desafie outras masmorras"
,20160015,副本, Incompatibilidade de nível.
,20160016,副本, Gota Extra
,20160017,副本," Ao entrar em um calabouço, há uma chance de acionar um evento ""Gota Extra"":Matar monstros específicos, coletar itens ou colher culturas concederá recompensas extras.Existe um limite máximo global fixo no total de vezes que este evento pode ser acionado."
,20160018,, Dificuldade
,20160019,副本, Nível {0}
,20160020,副本, Tempo de desafio restante {0} segundos
,20160021,副本, Líder escolhe dentro de {0} segundos para avançar para o próximo nível
,20170000,合成, Entrar na fila
,20170001,合成, Fila de fabricação está cheia.
,20170002,合成, Receita de fabricação não desbloqueada.
,20170003,合成, Material não é suficiente.
,20170004,合成, Token não é suficiente.
,20170005,合成," Por favor, selecione materiais suficientes"
,20170006,合成, Esta receita atingiu sua frequência máxima de síntese hoje
,20170007,合成, O limite diário de fornecimento para LUAG foi atingido
,20180001,设置, 25 Quadros
,20180002,设置, 30 Quadros
,20180003,设置, 45 Quadros
,20180004,设置, 60 Quadros
,20180005,设置, Sem Limite
,20180006,设置, Muito Baixo
,20180007,设置, Baixo
,20180008,设置, Médio
,20180009,设置, Alto
,20180010,设置, Não é possível desativar durante o combate.
,20190000,天赋树, O pré-nó deve ser desbloqueado primeiro.
,20190001,天赋树, O nível total da árvore de talentos precisa chegar a {0}.
,20190002,天赋树, O nó principal da mesma camada deve ser desbloqueado primeiro.
,20190003,天赋树,Nível insuficiente na árvore de talentos
,20190004,,{0}[/color] <img src='ui://sulwtp4jo1ifwcm' width='36' height='36'> para desativar este nível? • As habilidades habilitadas serão redefinidas. • As receitas serão redefinidas. • A experiência será perdida.
,20190005,,{0}[/color] e desativar recompensas de masmorra para [color=#ffab23]{1}[/color].
,20190006,,{0}[/color].
,20190007,,{0}[/color].
,20190008,,dificuldade[/color] da tarefa de token mudará para [color=#ffab23]Nv{0}[/color].
,20190009,,{0}[/color] <img src='ui://sulwtp4jo1ifwcm' width='36' height='36'> para atualizar este nível?
,20200000,活动, reivindicação de prêmio bem-sucedida
,20200001,活动, falha ao reivindicar prêmio
,20200002,活动, emissão de bilhete bem-sucedida
,20200003,活动, falha na emissão de bilhete
,20200004,活动, venda de bilhete bem-sucedida
,20200005,活动, falha na venda de bilhete
,20210000,钱包相关, Falha na solicitação de saldo de token
地形杀,20220001,战报名称,Terreno[/color]
单一目标,20220002,战报名称,{0}[/color]
xx的yy,20220003,战报名称,{0}[/color]'s [color=#F7CE3D]{1}[/color]
家园饥饿杀,20220004,战报名称,Fome[/color]
离开副本,20220005,战报名称,Sair da Masmorra[/color]
,20220006,战报概要, Você foi morto por {att=desconhecido}
,20220007,战报概要, Seu {def=desconhecido} foi morto por {att=desconhecido}
,20220008,战报概要, Sua unidade participou da morte de {def=desconhecido}
,20220009,战报概要, Você matou {def=desconhecido}
,20220010,战报概要, Seu {att=desconhecido} matou {def=desconhecido}
,20220011,战报详情,Perdidos[/color]
,20220012,战报详情, {att=desconhecido} participou da morte
,20220013,战报详情,ganho[/color]
,20220014,战报详情,ganhou[/color] itens
,20220015,战报详情, {att=desconhecido} matou {def=desconhecido}
,20220016,战报概要,{name=Cânion do Abismo}[/color]
,20220017,战报概要,{name=Cânion do Abismo}[/color] falhou
,20220018,战报详情,Você[/color] foi recompensado por limpar o nível
,20220019,战报详情,"Você[/color] obteve um <img src='{icon=ui://sulwtp4jo1ifwcm}' width='30' height='30'> [color=#fead2a]{num=8,000}[/color] Bônus de Totem"
,20220020,战报详情, Itens obtidos
,20230000,宠物, Animal de estimação seguido
,20230001,宠物, Animal de estimação não seguido
,20230002,宠物, Lavagem de medula do animal de estimação bem-sucedida
,20230003,宠物, Tem certeza de que deseja converter {0} em um ovo de animal de estimação? Ele pode ser re-incubado após ser convertido em um ovo de animal de estimação
,20230004,宠物, Fazer ovos de animal de estimação
,20230005,宠物, Tem certeza de que deseja liberar {0}? Você perderá o animal de estimação após a liberação
,20230006,宠物, Você liberou seu animal de estimação
,20230007,宠物, Renomeação de animal de estimação concluída
,20230008,宠物, Animal de estimação de {0}
,20230009,宠物, Animal de estimação recolhido.
,20230010,宠物, O animal de estimação morreu!
,20230011,, Nível de animal de estimação insuficiente
,20240001,图腾, Sucesso alcançado
,"20240002
",, Investimento bem-sucedido
,20240003,, Retirada bem-sucedida
,20240004,," Calculando, por favor aguarde"
,20240005,图腾, {0}/{1} min
,20250000,仓库," Por favor, renove o contrato de armazenamento antes de armazenar."
,20250001,仓库,"Por favor, renove o contrato de arrendamento do armazenamento antes de retirá-lo."
,20250002,, O armazenamento está cheio.
,20250003,," Os dados estão sendo carregados, por favor, aguarde."
,20260001,精力, Energia insuficiente
,20260002,精力,{0}[/color] não é suficiente
,20270001,排行榜, Sem classificação
,20280001,装备拆解," Equipamento não pode ser restaurado após ser desmontado, por favor confirme."
,20290001,背包, Item foi removido.
,20290002,背包, Item não pode ser convertido.
,20290003,背包, Todos convertidos.
,20290004,背包, Este item não pode ser convertido.
,20290005,背包, Itens ordenados.
,20290006,背包, Nome do item bruto copiado!
,20290007,背包,Remover item?
,20290008,背包, Tem certeza de que deseja remover o item {0}?
,20290009,背包, A cota diária de conversão foi esgotada.
,20290010,背包, A cota diária de conversão não é suficiente.
,20290011,背包, Sucesso no aluguel do depósito.
,20290012,背包, Falha no aluguel do depósito.
,20290013,, Item: {0} removido.
,20290014,," Falha ao alugar, por favor reabra a visualização para atualizar a taxa de câmbio."
,20300000,声望, Concluir a tarefa de reputação.
,20300001,声望, Chegou ao topo do ranking uma vez.
,20300002,声望, Alugar um depósito.
,20300003,声望, Passar pela masmorra com a pontuação especificada.
,20300004,声望, Segurar LUAG(100) no jogo.
,20300005,声望, Duração da conta.
,20300006,声望, Pontos adicionais.
,20300007,声望, Decaimento diário de {0} pontos.
,20310000,技能, Não é possível liberar essa habilidade para a arma atual.
,20320000,世界图腾, Muito perto de outros totens.
,20320001,世界图腾, O terreno atual não pode colocar totens.
,20320002,世界图腾, Totem de {0}
,20320003,世界图腾," Totem está colocado, por favor, proceda para carregar."
,20320004,世界图腾," Por favor, reivindique primeiro a renda da mineração."
,20320005,世界图腾, Não é possível colocar totens nesta área.
,20320006,世界图腾, Não é possível colocar totens nesta cena.
,20320007,世界图腾, A energia do totem é insuficiente.
,20320008,世界图腾,O totem não está ativado.
,20320009,世界图腾, Não é possível definir o preço de aprimoramento dentro de {0} minutos.
,20320010,世界图腾, Itens de recarga de energia insuficientes.
,20320011,,"@@ Teleporte interrompido, sem cobrança para esta tentativa."
,20320012,," Teleporte falhou, sem cobrança para esta tentativa, por favor, tente novamente mais tarde."
,20330000,装备强化, Pedra protetora insuficiente.
,20330001,装备强化," O equipamento está sendo aprimorado, por favor, aguarde."
,20330002,装备强化," Por favor, selecione primeiro o alvo de herança."
,20330003,装备强化, Sem equipamento para herdar.
,20330004,装备强化, Nenhum equipamento selecionado para herança.
,20330005,装备强化, Este equipamento não pode ser herdado.
,20330006,装备强化, Parabéns {0} por aprimorar {1} para {2}.
,20330007,装备强化, Os resultados da loteria serão notificados a você posteriormente.
,20330008,装备强化, Parabéns {0} por aprimorar {1} para {2}.
,20330009,, {0} ganhou {1}{2} na loteria de aprimoramento de equipamentos.
,20330010,, {0} ganhou {1}{2} na loteria do desafio da torre
,20340001,百层试炼, O número restante de sorteios é insuficiente
,20340002,百层试炼," Sem pontuação hoje, não é possível sortear"
,20340003,百层试炼, Perdendo na loteria
,20340004,百层试炼," Sem registro de desafio, por favor, comece no primeiro nível."
,20350001,护送任务错误, Não há vezes de escolta suficientes
,20350002,护送任务错误, Erro no sistema de missão de escolta de slime:
,20350003,护送任务错误, Múltiplos pedidos de missão
,20350004,护送任务错误, Apenas o líder da equipe pode iniciar a missão
,20350005,护送任务,{0}[/color] recusou a missão
,20350006,护送任务, A missão precisa ser concluída em {0} minutos
,20350007,护送任务, concluída com sucesso
,20350008,护送任务, Missão de escolta de slime falhou
,20350009,护送任务, concluído com sucesso
,20350010,护送任务, Não há vezes de recompensa de roubo suficientes
,20350011,护送任务, Tem certeza de que deseja desistir da missão de escolta?
,20350012,护送任务, Não há mais slimes para escoltar no mundo atual
,20360001,系统聊天,{0}[/color] obteve itens deixados cair
,20370002,日志, Iniciando o upload do log...
,20370003,日志, {0} upload bem-sucedido.
,20370004,日志, {0} upload falhou.
,20370005,日志, Esta inicialização
,20370006,日志, Última inicialização
,20370007,, Troca de classificação de líder bem-sucedida
