describe-string,id-int,module-string,value-string
,10090021,放弃每日任务提示, Нельзя сдаться в течение {0} минут.
,20010001,断网标题, Разъединено
,20010002,断网提示, Сеть отключена
,20010003,被T提示, Ваш аккаунт вошел в систему в другом месте
,20010004,被T提示, Обнаружено мошенничество системой
,20010005,被T提示, Сервер отключен
,20010006,被T提示, Ошибка системы
,20010007,被T提示, Автоматический выход из-за бездействия
,20010008,,Нет разрешения.
道具不足,20020001,家园相关, Недостаток предмета
,20020002,家园相关, В ящике хранения ничего не было!
,20020003,家园相关," Флуктуация сети, восстановлены аномальные данные."
,20020004,,Вы исчерпали сегодняшние часы фермерства для вашей репутации.
,20020005,, Сервис фермы будет закрыт через {0} секунд. 
,20020006,,"Поддерживается, пожалуйста, подождите."
,20030001,保存技能配置, Успешное сохранение
超过上限提示,20040001,畜牧," {0} спрайтов [/цвет]Пожалуйста, выберите, чтобы отказаться от этого спрайта или заменить его другимСпрайтом из-за недостаточного места"
超过上限提示标题,20040002,畜牧, ПИТОМЦЫ ПОЛНЫ
放弃按钮,20040003,畜牧, ОТКАЗАТЬСЯ
替换按钮,20040004,畜牧, ЗАМЕНИТЬ
,20040005,畜牧, Ошибка получения данных о доме
,20040006,畜牧, Время ожидания данных о доме истекло
,20040007,畜牧, Получение данных о доме неполное
,20040008,畜牧, Один из мисок с едой опустел
,20040009,畜牧, Одна из мисок с едой наполнена
,20040010,畜牧, Ваша связь с питомцем укрепляется
,20040011,畜牧, Пока нет возможности погладить
,20040012,畜牧,Плодородие почвы недостаточно
,20040013,畜牧, Счастье животных недостаточно
,20040014,畜牧, Текущее плодородие почвы недостаточно
,20040015,畜牧,Недостаток мастерства[/color]
,20050001,捕获取消操作, Отменить захват
,20050002,捕获距离太远, Это слишком далеко
,20050003,捕获绳子断开, Поводок сломан
,20050004,捕获超时, Время захвата истекло
,20050005,捕获过程道具不足, Недостаток реквизита
,20050006,,@@ Количество питомцев достигает верхнего предела {0}.
释放技能正在CD中,20060001,技能, Навык в режиме ожидания
,20070001,登录, Система
,20070002,登录, Вход в систему
,20070003,登录, Ошибка входа
,20070004,登录," Ошибка входа, пожалуйста, попробуйте еще раз"
,20070005,登录, Повторить
,20070006,登录, Загрузка сцены
,20070007,登录, Имя не может содержать недопустимые символы
,20070008,登录, Имя не может быть пустым
,20070009,登录, Имя не может превышать {0} символов
,20070010,登录, Загрузка ресурсов {0}
,20070011,登录, Подключение кошелька
,20070012,登录, Подключение к игре
,20070013,登录, Подключение к игре не удалось
,20070014,登录," Подключение к игре не удалось, пожалуйста, попробуйте еще раз"
,20070015,登录, В очереди: {0}
,20070016,登录," Пожалуйста, введите действительный код"
,20070017,登录, Не удалось войти в целевую сцену.
,20070018,登录, Код активации (необязательно)
,20070019,登录, СТРОКА #{0}
,20070020,登录," Пожалуйста, сначала выберите сервер"
,20070021,登录, Недопустимое имя.
,20070022,, Загрузка услуг.
,20070023,, Имена содержат чувствительные слова.
,20070024,,[color=red]Имя должно содержать как минимум {0} символов.
,20070025,,[color=red]Имя слишком длинное.
,20070026,,[color=red]Повторяющееся имя.
,20080001,设置, Для применения настроек языка перезапустите приложение
,20080002,设置, Выйти сейчас
,20080003,设置, Позже
,20080004,设置," Предупреждение! Выход из игры в небезопасной зоне, игроки смогут покинуть игру нормально после простоя в течение определенного времени."
,20080005,设置," Выход из игры в небезопасной зоне, переподключитесь, чтобы войти в игру."
,20090001,任务, Получить награды за сундук квеста {0}
,20090002,任务, Завершить квест {0}
,20090003,任务, Создать любой предмет на странице создания
,20090004,任务, Создать {0} на странице создания
,20090005,任务, Использовать {0}
,20090006,任务, Сдать {0}
,20090007,任务, Убить {0}
,20090008,任务," Осмотреть координаты карты ({0}, {1})"
,20090009,任务, Улучшить своего персонажа
,20090010,任务, Получить {0}
,20090011,任务, Улучшить слот {0}
,20090012,任务, Улучшить узел {0} до уровня {1}
,20090013,任务, Выбрано {0} предметов
,20090014,任务, Выбран {0} предмет
,20090015,任务, Неизвестно
,20090016,任务, Ежедневно
,20090017,任务, Награда
,20090018,任务, Сбор {0}.
,20090019,任务, Задача не выполнена.
,20090020,任务, Собрать {0}.
,20090021,任务, Идет текущая задача.
,20090022,任务, Количество ручных обновлений достигло верхнего предела.
,20090023,, Поговорите с {0}.
,20090024,, Захватить {0}.
,20090025,, Завершите главу {0} в {1}.
,20090026,, Вы получаете токен-задачу.
,20090027,, Недостаточный уровень способности.
,20090028,, Задача истекла.
,20090029,, Задание на токены 
,20090030,, инициализация 
,20090031,, получено 
,20090032,, принять 
,20090033,, отказаться 
,20090034,, завершено 
,"20100000
",专精, Общее
,20100001,专精, Фермерство
,20100002,专精, Битва
,20100003,专精, Сбор
,20100004,专精, Питомец
,20100005,专精, Уровень максимален
,20100006,专精, Недостаток {0} ОПЫТА
,20100007,专精, Недостаток Токена
,20100008,专精, Сброс успешен!
,20100009,, Таланты не могут быть улучшены во время боя в подземелье.
,20110000,nft 关键字, Восстановить ХП
,20110001,nft 关键字, Добавить Бафф
,20110002,nft 关键字, Изучить Рецепт
,20110003,nft 关键字, Головной доспех
,20110004,nft 关键字, Броня груди
,20110005,nft 关键字, Броня ног
,20110006,nft 关键字, Броня ступней
,20110007,nft 关键字, Броня рук
,20110008,nft 关键字, Меч
,20110009,nft 关键字, Лук
,20110010,nft 关键字,Кинжал
,20110011,nft 关键字, Копье
,20110012,nft 关键字, Расходуемый
,20110013,nft 关键字, Материал
,20110014,nft 关键字, Размещаемый
,20110015,nft 关键字, Носимый
,20110016,nft 关键字, Сундук с сюрпризом
,20110017,nft 关键字 在配置中的类型, Оборудование
,20110018,nft 关键字 在配置中的类型, Расходуемый
,20110019,nft 关键字 在配置中的类型, Материал
,20110020,nft 关键字 在配置中的类型, Строение
,20110021,nft 关键字 在配置中的类型, Яйцо питомца
,20110022,, Тотем.
,20120005,登录, Начато подключение кошелька
,20120006,登录, Обновлено подключение кошелька
,20120007,登录, Подключение кошелька завершено
,20120008,登录, Ошибка подключения кошелька
,20120009,登录, Подключение кошелька готово
,20120010,登录, Начать вход в кошелек
,20120011,登录, Открыть страницу входа в кошелек
,20120012,登录, Успешный вход в кошелек
,20120013,登录, Ошибка входа в кошелек
,20120014,登录, Инициализация кошелька
,20120015,登录, Время ожидания инициализации кошелька
,20120016,登录, Отключение кошелька.
,20130000,组队, Команда {0}
,20130001,组队, Запрос отправлен
,20130002,组队," Вы уже присоединились к команде, пожалуйста, сначала покиньте команду"
,20130003,组队, Запрос истек
,20130004,组队, Неверный формат имени
,20130005,组队, Неверный формат описания
,20130006,组队, Вы уже здесь
,20130007,组队, {0} приглашает вас присоединиться к команде
,20140001,网络," Сетевое исключение, пожалуйста, попробуйте снова"
弱网提示标题,20140002,网络, Сеть
,20150001,副本," Бегство повлечет штрафы за неудачу. Вы уверены, что хотите выйти?"
,20150002,副本," Есть шанс, что {0} предметов экипировки, которую вы носите, могут быть повреждены в случае неудачи. Вы уверены, что хотите продолжить вызов?"
场景服务启动失败,20150003,副本," Не удалось запустить экземпляр, пожалуйста, попробуйте позже"
切换场景超时,20150004,副本," Превышено время входа в экземпляр, пожалуйста, попробуйте позже"
门票不足,20150005,副本,Недостаточно билетов
门票扣除失败,20150006,副本, Не удалось списать билеты
副本未解锁,20150007,副本, Экземпляр еще не разблокирован
已在当前场景,20150008,副本, Вы уже здесь
重复申请,20150009,副本, Дубликат заявки
没有权限进入场景,20150010,副本, У вас нет разрешения на вход
无效地图类型 参数错误(地图id or subtype信息错误),20150011,副本," Не удалось войти на карту, пожалуйста, свяжитесь с администратором"
地图不支持当前的挑战类型(单人多人挑战类型),20150012,副本, Невозможно войти в одиночку
玩家在队伍中(单人挑战不能有队伍),20150013,副本," Пожалуйста, выйдите из текущей команды"
玩家队伍不存在(非单人挑战类型必须有队伍),20150014,副本," Пожалуйста, присоединитесь к команде"
成员不在附近  （成员不在npc附近） （成员不在队长附近）已经离线(member entity 离开当前服务器),20150015,副本, Слишком далеко
地图需要XX级才能进入,20150016,副本," Недостаточный уровень персонажа, требуется уровень"
角色数据错误,20150017,副本," Ошибка данных персонажа, пожалуйста, свяжитесь с администратором"
NPC 不存在,20150018,副本," NPC не найден, пожалуйста, свяжитесь с администратором"
,20150019,副本, отказывается входить в подземелье
,20160000,副本, Недостаток билетов
,20160001,副本," Пожалуйста, выйдите из текущей команды"
,20160002,副本, Необходима команда для вызова
,20160003,副本, Только лидер команды может начать командное испытание
,20160004,副本, Еще не разблокировано
,20160005,副本, Ошибка системы
,20160006,副本, Открытый мир
,20160007,副本, Дом 
,20160008,副本, Подземелье
,20160009,副本, Неизвестная область
,20160010,副本, Только лидер команды может действовать.
,20160011,副本, Несоответствие уровня.
,20160012,副本, Пока не открыто.
,20160013,副本, Сопоставление не удалось
,20160014,副本," Пожалуйста, попробуйте позже или вызовите другие подземелья"
,20160015,副本, Несоответствие уровня.
,20160016,副本, Дополнительный выпад.
,20160017,副本," При входе в подземелье есть шанс активации события ""Дополнительный выпад"":Убийство указанных монстров, сбор предметов или урожай урожая принесет дополнительные награды.Существует фиксированный глобальный максимальный предел на общее количество раз, когда это событие может быть активировано."
,20160018,, Сложность
,20160019,副本, Уровень {0}
,20170000,合成, Вступить в очередь
,20170001,合成, Очередь крафта заполнена.
,20170002,合成, Рецепт крафта не разблокирован.
,20170003,合成, Недостаточно материалов.
,20170004,合成, Недостаточно токенов.
,20170005,合成," Пожалуйста, выберите достаточное количество материалов"
,20170006,合成, Этот рецепт достиг своей максимальной частоты синтеза сегодня
,20170007,合成, Ежедневный лимит поставки для LUAG достигнут.
,20180001,设置, 25 кадров
,20180002,设置, 30 кадров
,20180003,设置, 45 кадров
,20180004,设置, 60 кадров
,20180005,设置, Без ограничений
,20180006,设置, Очень низкий
,20180007,设置, Низкий
,20180008,设置, Средний
,20180009,设置, Высокий
,20180010,设置, Невозможно отключиться во время боя.
,20190000,天赋树, Предварительный узел должен быть разблокирован первым.
,20190001,天赋树, Общий уровень дерева талантов должен достигнуть {0}.
,20190002,天赋树, Основной узел той же слои должен быть разблокирован первым.
,20190003,天赋树,Недостаточный уровень талантов дерева
,20190004,,"{0}[/color] <img src='ui://sulwtp4jo1ifwcm' width='36' height='36'> для деактивации этого уровня? - Включенные навыки будут сброшены. - Рецепты будут сброшены. - Опыт будет утерян."""
,20200000,活动, успешное получение приза
,20200001,活动, не удалось получить приз
,20200002,活动, успешное создание билета
,20200003,活动, не удалось создать билет
,20200004,活动, успешная продажа билета
,20200005,活动, не удалось продать билет
,20210000,钱包相关, Запрос баланса токенов не удался!
地形杀,20220001,战报名称,Местность[/цвет]
单一目标,20220002,战报名称,{0}[/цвет]
xx的yy,20220003,战报名称,{0}[/цвет]'s [цвет=#F7CE3D]{1}[/цвет]
家园饥饿杀,20220004,战报名称,Голод[/цвет]
离开副本,20220005,战报名称,Выход из подземелья[/цвет]
,20220006,战报概要, Вас убил {att=неизвестно}
,20220007,战报概要, Ваши {def=неизвестно} были убиты {att=неизвестно}
,20220008,战报概要, Ваш юнит участвовал в убийстве {def=неизвестно}
,20220009,战报概要, Вы убили {def=неизвестно}
,20220010,战报概要, Ваш {att=неизвестно} убил {def=неизвестно}
,20220011,战报详情,Потерянные[/цвет] предметы
,20220012,战报详情, {att=неизвестно} участвовал в убийстве
,20220013,战报详情,Победа[/цвет] предметы
,20220014,战报详情,победил[/цвет] предметы
,20220015,战报详情, {att=неизвестно} убил {def=неизвестно}
,20220016,战报概要,{name=Каньон Бездны}[/цвет]
,20220017,战报概要,{name=Каньон Бездны}[/цвет] не удался
,20220018,战报详情,Вы[/цвет] были вознаграждены за прохождение уровня
,20220019,战报详情,"You[/color] получили бонус тотема <img src='{icon=ui://sulwtp4jo1ifwcm}' width='30' height='30'> [color=#fead2a]{num=8,000}[/color] "
,20220020,战报详情,@@ Полученные предметы
,20230000,宠物, Питомец следует.
,20230001,宠物, Питомец отпущен.
,20230002,宠物, Успешное мытье костного мозга питомца.
,20230003,宠物," Вы уверены, что хотите преобразовать {0} в яйцо питомца? После преобразования в яйцо питомца его можно будет снова высидеть."
,20230004,宠物, Создать яйца питомца
,20230005,宠物," Вы уверены, что хотите отпустить {0}? Вы потеряете питомца после отпускания."
,20230006,宠物, Вы отпустили своего питомца.
,20230007,宠物, Переименование питомца завершено.
,20230008,宠物, Питомец {0}.
,20230009,宠物, Питомец отозван.
,20230010,宠物, Питомец умер!
,20230011,, Недостаточный уровень питомца.
,20240001,图腾, Успех
,"20240002
",, Инвестиция успешна.
,20240003,, Снятие успешно.
,20240004,," Вычисление, пожалуйста, подождите."
,20240005,图腾, {0}/{1} мин
,20250000,仓库," Пожалуйста, продлите аренду хранилища перед хранением."
,20250001,仓库,"Пожалуйста, обновите аренду хранилища перед его извлечением."
,20250002,, Хранилище заполнено.
,20250003,,"[color=red]Данные загружаются, пожалуйста, подождите."
,20260001,精力, Недостаточно энергии.
,20260002,精力, Энергии у {0} недостаточно.
,20270001,排行榜, Нет ранга.
,20280001,装备拆解," Экипировка не может быть восстановлена после разборки, пожалуйста, подтвердите."
,20290001,背包, Предмет был удален.
,20290002,背包, Предмет не может быть преобразован.
,20290003,背包, Все преобразовано.
,20290004,背包, Этот предмет нельзя преобразовать.
,20290005,背包, Предметы отсортированы.
,20290006,背包, Скопировано название сырого предмета!
,20290007,背包, Удалить предмет? 
,20290008,背包,{0}?
,20290009,背包, Ежедневная квота конвертации исчерпана. 
,20290010,背包, Ежедневная квота конвертации недостаточна. 
,20290011,背包, Успешно арендовано хранилище.
,20290012,背包, Аренда склада не удалась.
,20290013,,{0}[/color] удален.
,20300000,声望, Завершите задание на репутацию. 
,20300001,声望, Однажды попал в лидерборд. 
,20300002,声望, Арендовать склад. 
,20300003,声望, Пройти подземелье с указанным счетом. 
,20300004,声望, Удерживать LUAG(100) в игре. 
,20300005,声望, Длительность учетной записи. 
,20300006,声望, Дополнительные очки. 
,20300007,声望, Ежедневное уменьшение {0} очков.
,20310000,技能, Нельзя освободить этот навык для текущего оружия.
,20320000,世界图腾, Слишком близко к другим тотемам
,20320001,世界图腾, На текущем участке нельзя разместить тотемы
,20320002,世界图腾, Тотем {0}
,20320003,世界图腾," Тотем размещен, продолжайте зарядку"
,20320004,世界图腾," Пожалуйста, сначала получите доход от добычи"
,20320005,世界图腾, Нельзя разместить тотемы в этой области
,20320006,世界图腾, Нельзя разместить тотемы в этой сцене
,20320007,世界图腾, Энергии тотема недостаточно
,20320008,世界图腾, Тотем не активирован
,20320009,世界图腾, Нельзя установить цену улучшения в течение {0} минут
,20330000,装备强化, Недостаточно защитного камня
,20330001,装备强化," Оборудование улучшается, пожалуйста, подождите"
,20330002,装备强化," Пожалуйста, сначала выберите цель наследования"
,20330003,装备强化, Нет оборудования для наследования
,20330004,装备强化, Не выбрано оборудование для наследования
,20330005,装备强化, Это оборудование нельзя наследовать
,20330006,装备强化, Поздравляем {0} с улучшением {1} до {2}
,20330007,装备强化, Результаты лотереи будут сообщены вам позже
,20330008,装备强化, Поздравляем {0} с улучшением {1} до {2}
,20340001,百层试炼, Недостаточное количество оставшихся попыток
,20340002,百层试炼," Сегодня нет очков, нельзя провести жеребьевку"
,20340003,百层试炼, Проигрыш в лотерее
,20340004,百层试炼," Нет записей о вызовах, начните с первого уровня"
,20350001,护送任务错误, Недостаточно разрешений на сопровождение
,20350002,护送任务错误, Ошибка системы миссии по сопровождению слизня:
,20350003,护送任务错误, Несколько запросов на миссию
,20350004,护送任务错误, Только лидер команды может начать миссию
,20350005,护送任务,{0}[/color] отказался от миссии
,20350006,护送任务, Миссию нужно завершить за {0} минут
,20350007,护送任务, успешно выполнена
,20350008,护送任务, Миссия по сопровождению слизня провалена
,20350009,护送任务, успешно выполнена
,20350010,护送任务, Недостаточно разрешений на получение награды за ограбление
,20350011,护送任务," Вы уверены, что хотите отказаться от миссии по сопровождению?"
,20360001,系统聊天,
